rate_hits_mapped,rate_hits_unmapped,time_mapped,time_unmapped
0.6197,0,8.77265e-06,8.94187e-06
0.7302,0,8.72375e-06,8.94186e-06
0.7482,0,8.7175e-06,8.94129e-06
0.7196,0,8.70379e-06,8.94231e-06
0.7428,0,8.69804e-06,8.94179e-06
0.6822,0,8.73687e-06,8.9416e-06
0.7363,0,8.70601e-06,8.94203e-06
0.7214,0,8.72372e-06,8.9417e-06
0.7348,0,8.69799e-06,8.9432e-06
0.7296,0,8.72606e-06,8.94184e-06
0.8187,0,8.74996e-06,8.94328e-06
0.7337,0,8.71054e-06,8.94152e-06
0.7437,0,8.70619e-06,8.94175e-06
0.7434,0,8.69327e-06,8.94253e-06
0.7451,0,8.68964e-06,8.94331e-06
0.6284,0,8.74965e-06,8.94258e-06
0.6791,0,8.77255e-06,8.94961e-06
0.7506,0,8.71633e-06,8.94207e-06
0.7431,0,8.70769e-06,8.94268e-06
0.565,0,8.76626e-06,8.94218e-06
0.6014,0,8.77026e-06,8.94292e-06
0.7452,0,8.70965e-06,8.94346e-06
0.5403,0,8.78491e-06,8.94251e-06
0.744,0,8.69564e-06,8.94231e-06
0.6322,0,8.75069e-06,8.94306e-06
0.735,0,8.73472e-06,8.94251e-06
0.6738,0,8.72492e-06,8.94232e-06
0.6113,0,8.772e-06,8.94206e-06
0.7562,0,8.69189e-06,8.94222e-06
0.9534,0,8.64495e-06,8.94222e-06
0.601,0,8.79792e-06,8.96878e-06
0.6189,0,8.79123e-06,8.95778e-06
0.9937,0,8.39988e-06,8.94169e-06
0.6237,0.0007,8.7809e-06,9.16594e-06
0.7522,0,8.69344e-06,8.94198e-06
0.5401,0,8.81139e-06,8.94253e-06
0.6819,0,8.75706e-06,8.94252e-06
0.7421,0,8.70435e-06,8.94177e-06
0.649,0,8.75993e-06,8.94131e-06
0.7229,0,8.72726e-06,8.942e-06
0.7287,0,8.70802e-06,8.94126e-06
0.55,0,8.78073e-06,8.94117e-06
0.6584,0,8.7527e-06,8.94208e-06
0.6993,0,8.72067e-06,8.94158e-06
0.7238,0,8.71866e-06,8.94164e-06
0.6403,0,8.79341e-06,8.95528e-06
0.6008,0,8.80101e-06,8.94163e-06
0.7245,0,8.72429e-06,8.94129e-06
0.7358,0,8.69473e-06,8.94104e-06
0.6945,0,8.79239e-06,8.97312e-06
0.7374,0,8.74076e-06,8.94159e-06
0.7328,0,8.69868e-06,8.9415e-06
0.7149,0,8.72566e-06,8.94222e-06
0.7674,0,8.69591e-06,8.94205e-06
0.7279,0,8.72301e-06,8.94199e-06
0.7433,0,8.71884e-06,8.94175e-06
0.5993,0,8.78428e-06,8.94135e-06
0.7355,0,8.69908e-06,8.9411e-06
0.692,0,8.72573e-06,8.94129e-06
0.6564,0,8.74471e-06,8.94165e-06
0.7372,0,8.71883e-06,8.94224e-06
0.6383,0,8.78174e-06,8.94474e-06
0.6462,0,8.74257e-06,8.94142e-06
0.7196,0,8.72228e-06,8.94185e-06
0.7299,0,8.77785e-06,8.96501e-06
0.5638,0,8.79701e-06,8.94187e-06
0.7437,0,8.70898e-06,8.9412e-06
0.695,0,8.77172e-06,8.95596e-06
0.2884,0,8.89883e-06,8.94539e-06
0.6441,0,8.76983e-06,8.9415e-06
