rate_hits,cycles_leak,cycles_decode,total_time
1,1790.25,94663,0.0107325
1,1798.82,94630.1,0.01073
0.88,1788.13,94572.7,0.0107231
1,1787.69,94566,0.0107215
1,1786,94619,0.0107273
0.84,1795.08,94577.1,0.0107244
0.88,1788.25,94532.1,0.0107186
1,1787.02,94634.8,0.0107292
1,1788.06,94640.8,0.0107299
1,1826.9,94593.2,0.0107291
0.18,1788.21,94623.7,0.0107288
0.99,1791.99,94620.4,0.0107281
1,1782.61,94613.1,0.0107262
0.17,1788.11,94673.7,0.0107343
0.22,1776.88,94697.1,0.0107356
0.9,1782.98,94665.1,0.0107328
1,1787.35,94688.5,0.0107351
1,1792.84,94534.2,0.0107187
0.15,1787.58,94553.6,0.0107209
1,1785,94637.4,0.0107292
0.89,1782.67,94635.8,0.0107295
1,1784.34,94597.2,0.0107247
0.17,1783.4,94652.7,0.0107314
0.8,1793.28,94673.9,0.0107349
1,1786.85,94662.3,0.0107323
0.87,1783.43,94654.8,0.0107317
0.96,1794.09,94609.1,0.0107279
0.34,1779.05,94632.1,0.010729
0.09,1778.55,94675.1,0.0107334
1,1786.1,94634.3,0.0107289
0.87,1781.34,94664.5,0.0107325
0.3,1790.87,94723.2,0.01074
0.36,1789.92,94702.4,0.0107377
0.22,1780.12,94709.2,0.0107373
1,1821.75,94872.6,0.0107596
0.4,1789.89,94693.6,0.0107371
0.83,1784.83,94649.1,0.0107312
0.18,1786.9,94647.1,0.0107311
1,1793.22,94626.7,0.010729
0.39,1784.78,94608.9,0.0107267
0.2,1780.91,94628.3,0.0107286
0.99,1792.02,94650,0.0107314
1,1795.94,94588.5,0.0107251
0.85,1798.15,94713.9,0.0107399
1,1797.95,94595.2,0.010726
1,1788.58,94635.6,0.0107294
1,1811.27,94601.3,0.0107282
0.79,1777.99,94640.4,0.0107295
0.28,1783.91,94701.4,0.0107369
0.27,1782.85,94636.6,0.0107295
1,1794.29,94588.4,0.0107248
0.81,1798.87,94589.4,0.0107262
1,1793.77,94627.3,0.010729
0.94,1787.88,94660.7,0.0107328
0.91,1785.08,94584.9,0.010724
1,1791.81,94649.7,0.0107314
0.9,1787.5,94657.9,0.0107332
0.77,1788.58,94677.2,0.0107347
0.9,1783.78,94660.2,0.0107328
0.58,1786.65,94614.6,0.0107276
0.22,1820.1,94663.1,0.0107368
0.2,1784.99,94572.8,0.0107227
0.78,1789.61,94566.9,0.0107231
0.19,1787.03,94579.7,0.0107242
0.92,1788.11,94645,0.010731
0.24,1784.19,94623.2,0.0107282
1,1811.85,94560.9,0.0107237
1,1786.61,94625.9,0.0107281
0.3,1801.27,94609.5,0.0107286
0.88,1787.47,94599.1,0.010726
0.18,1790.63,94590.7,0.0107253
0.88,1781.48,94593.4,0.0107246
0.05,1793.62,94655.2,0.0107327
1,1797.26,94516.5,0.0107172
1,1791.11,94638,0.0107299
0.35,1782.01,94675.5,0.0107337
0.84,1786.92,94651.1,0.0107316
1,1805.33,94638.8,0.0107316
1,1790.38,94657,0.0107321
0.93,1781.92,94646.9,0.010731
0.68,1783.16,94573.5,0.0107226
1,1789.64,94612.8,0.010727
1,1789.64,94590,0.0107244
1,1782.11,94548.4,0.010719
0.87,1788.34,94597.9,0.0107267
1,1864.47,94721.1,0.0107476
0.93,1786.25,94543.7,0.010719
0.24,1792.21,94552.9,0.0107214
0.36,1798.05,94571.2,0.0107239
1,1793.06,94557.5,0.0107213
1,1784.34,94532.4,0.0107175
0.79,1786.66,94598,0.0107257
0.92,1785.37,94596.3,0.0107254
0.8,1789.71,94534.8,0.010719
0.28,1799.52,94518.3,0.0107183
0.26,1784.63,94489.7,0.0107134
0.26,1782.59,94514,0.0107159
1,1782.53,94560.7,0.0107204
0.92,1789.09,94464,0.0107111
0.9,1778.15,94523.4,0.0107165
1,1787.52,94506.5,0.0107149
0.06,1793.11,94540.4,0.0107194
0.89,1800.82,94593.5,0.0107269
1,1790.29,94532,0.0107181
0.25,1797.59,94595.8,0.0107267
0.12,1779.67,94647.7,0.0107304
0.32,1781.1,94580.7,0.0107231
1,1786.06,94545.5,0.0107191
0.99,1790.66,94571.7,0.0107226
0.92,1787.82,94593.4,0.0107253
0.92,1780.43,94524.9,0.0107169
0.95,1837.4,94633.7,0.010735
0.3,1783.22,94460.1,0.01071
0.3,1779.52,94508.6,0.0107149
0.92,1780.46,94617.2,0.0107272
0.94,1782.66,94495,0.0107138
1,1790.07,94477.6,0.010712
0.92,1780.7,94555.7,0.0107197
1,1791.57,94469.1,0.0107111
0.98,1801.53,94506.9,0.0107166
0.93,1784.09,94444,0.0107083
0.82,1783.49,94566.5,0.0107219
0.97,1781.03,94595,0.010724
1,1781.74,94631.1,0.0107281
1,1792.76,94614.8,0.0107275
1,1782.77,94609.8,0.0107259
0.18,1786.92,94553.2,0.0107207
0.19,1785.93,94534.6,0.0107185
0.59,1795.86,94487.9,0.0107145
1,1791.59,94573.3,0.0107229
0.27,1781,94573.5,0.0107223
0.86,1798.39,94620.7,0.0107295
1,1791.95,94555.6,0.0107209
0.26,1781.76,94580.7,0.0107232
1,1787.09,94588.2,0.010724
1,1790.57,94574,0.0107229
0.32,1842.55,94633.4,0.0107363
0.24,1784.4,94537.3,0.0107192
0.18,1781.63,94647.3,0.0107307
1,1789.3,94634.1,0.0107293
1,1794.71,94561.2,0.0107218
1,1788.21,94629,0.0107286
0.2,1782.36,94722.7,0.010739
0.68,1785.96,94660.5,0.0107326
0.26,1780.9,94718.8,0.0107385
1,1801.16,94673.6,0.010735
1,1792.62,94653.5,0.0107318
0.23,1778.85,94643.8,0.0107299
0.89,1784.72,94602.2,0.010726
1,1783.8,94680.3,0.0107339
1,1788.92,94654,0.0107315
1,1789.93,94701.4,0.0107369
1,1796.79,94657,0.0107327
1,1803.65,94700.3,0.0107384
1,1802.52,94593.6,0.0107263
1,1787.2,94547.7,0.0107195
1,1792.43,94625.9,0.0107287
0.26,1780.45,94715.3,0.0107385
0.21,1785.07,94679.9,0.0107346
1,1782.94,94712.2,0.0107373
1,1788.95,94694.7,0.0107359
1,1782.36,94682.9,0.010734
0.99,1828.13,94693.6,0.0107404
0.34,1823.12,94695.7,0.0107406
1,1787.91,94691.6,0.0107355
1,1786.74,94675.5,0.0107336
0.81,1778.78,94699.7,0.0107362
1,1803.8,94663.7,0.0107342
1,1790.18,94650.4,0.0107312
1,1794.1,94645.6,0.0107311
0.85,1792.75,94623.5,0.0107292
1,1792.36,94617.8,0.0107279
0.31,1777.69,94661.1,0.0107317
0.36,1783.39,94656.3,0.0107325
1,1786.4,94568.6,0.010722
0.16,1777.85,94658.8,0.0107314
1,1798.63,94626.3,0.0107294
1,1792.7,94648.9,0.0107314
0.74,1809.88,94603.6,0.0107289
0.23,1794.98,94726.8,0.010741
0.69,1788.7,94590.2,0.0107251
